start_date,end_date,value,device
2022-06-01 21:54:30+01:00,2022-06-02 04:00:21+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-02 04:00:29+01:00,2022-06-02 04:01:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-02 04:02:26+01:00,2022-06-02 04:04:59+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-02 04:05:55+01:00,2022-06-02 04:06:07+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-02 04:06:29+01:00,2022-06-02 04:07:29+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-02 04:16:33+01:00,2022-06-02 04:18:19+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-02 04:22:20+01:00,2022-06-02 04:22:33+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-02 22:43:19+01:00,2022-06-03 05:19:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-03 21:56:23+01:00,2022-06-04 05:19:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-04 22:38:46+01:00,2022-06-05 05:19:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-05 22:12:13+01:00,2022-06-06 04:50:27+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-06 21:00:00+01:00,2022-06-07 03:29:21+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 03:29:24+01:00,2022-06-07 03:30:16+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 03:32:50+01:00,2022-06-07 03:37:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 03:38:07+01:00,2022-06-07 03:48:38+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 03:49:17+01:00,2022-06-07 03:49:22+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 03:49:27+01:00,2022-06-07 04:12:56+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 04:13:22+01:00,2022-06-07 04:23:35+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 04:23:46+01:00,2022-06-07 04:29:22+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-07 21:30:13+01:00,2022-06-08 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-09 00:16:17+01:00,2022-06-09 05:19:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-09 21:39:38+01:00,2022-06-10 03:16:27+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 03:16:29+01:00,2022-06-10 03:16:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 03:18:16+01:00,2022-06-10 03:18:37+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 03:18:56+01:00,2022-06-10 03:31:18+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 03:31:25+01:00,2022-06-10 03:42:21+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 03:42:26+01:00,2022-06-10 04:00:27+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 04:00:39+01:00,2022-06-10 04:06:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 04:06:53+01:00,2022-06-10 04:06:54+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 04:07:14+01:00,2022-06-10 04:07:59+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 04:08:06+01:00,2022-06-10 04:26:43+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 04:26:47+01:00,2022-06-10 04:30:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 04:31:02+01:00,2022-06-10 04:31:06+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-10 21:00:00+01:00,2022-06-11 03:37:22+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-11 03:37:23+01:00,2022-06-11 03:37:32+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-11 03:41:46+01:00,2022-06-11 03:42:32+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-11 03:43:40+01:00,2022-06-11 03:49:18+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-11 03:49:55+01:00,2022-06-11 04:15:41+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-11 04:16:05+01:00,2022-06-11 04:17:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-11 04:18:34+01:00,2022-06-11 04:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-11 21:00:00+01:00,2022-06-12 03:09:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:09:19+01:00,2022-06-12 03:09:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:10:10+01:00,2022-06-12 03:10:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:13:08+01:00,2022-06-12 03:17:10+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:17:50+01:00,2022-06-12 03:23:15+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:23:34+01:00,2022-06-12 03:37:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:37:33+01:00,2022-06-12 03:41:10+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:41:14+01:00,2022-06-12 03:45:31+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:45:33+01:00,2022-06-12 03:47:46+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:47:47+01:00,2022-06-12 03:47:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:48:29+01:00,2022-06-12 03:48:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 03:49:28+01:00,2022-06-12 04:02:59+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 04:03:11+01:00,2022-06-12 04:24:22+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-12 21:18:30+01:00,2022-06-13 05:19:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-13 21:50:52+01:00,2022-06-14 04:00:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-14 04:00:29+01:00,2022-06-14 04:00:46+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-14 04:02:20+01:00,2022-06-14 04:05:13+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-14 04:05:22+01:00,2022-06-14 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-15 00:14:30+01:00,2022-06-15 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-15 22:10:19+01:00,2022-06-16 05:17:23+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-16 21:00:00+01:00,2022-06-17 02:55:39+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 02:55:41+01:00,2022-06-17 02:56:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 02:57:04+01:00,2022-06-17 02:57:28+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:00:12+01:00,2022-06-17 03:01:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:07:29+01:00,2022-06-17 03:29:58+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:30:06+01:00,2022-06-17 03:36:09+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:36:11+01:00,2022-06-17 03:36:49+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:36:55+01:00,2022-06-17 03:37:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:39:47+01:00,2022-06-17 03:58:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:58:21+01:00,2022-06-17 03:58:35+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:58:51+01:00,2022-06-17 03:58:55+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 03:59:18+01:00,2022-06-17 04:01:23+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 04:02:08+01:00,2022-06-17 04:02:24+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 04:02:33+01:00,2022-06-17 04:02:58+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 04:06:00+01:00,2022-06-17 04:08:56+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 04:11:26+01:00,2022-06-17 04:15:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 04:15:12+01:00,2022-06-17 04:22:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 04:23:09+01:00,2022-06-17 04:23:38+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 04:24:03+01:00,2022-06-17 04:30:57+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-17 22:03:06+01:00,2022-06-18 03:30:16+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-18 03:30:38+01:00,2022-06-18 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-18 21:08:29+01:00,2022-06-19 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-19 22:42:27+01:00,2022-06-20 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-20 21:53:40+01:00,2022-06-20 22:36:59+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-20 22:37:02+01:00,2022-06-20 22:37:58+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-20 22:38:25+01:00,2022-06-20 22:53:56+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-20 22:56:48+01:00,2022-06-21 01:18:46+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-21 01:19:57+01:00,2022-06-21 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-21 21:00:00+01:00,2022-06-22 03:57:29+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-22 03:58:21+01:00,2022-06-22 04:00:41+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-22 04:03:16+01:00,2022-06-22 04:05:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-22 04:07:18+01:00,2022-06-22 04:26:07+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-22 04:27:30+01:00,2022-06-22 05:19:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-22 22:07:26+01:00,2022-06-23 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-24 00:43:23+01:00,2022-06-24 05:19:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-24 21:11:55+01:00,2022-06-25 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-25 21:13:08+01:00,2022-06-26 02:55:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-26 21:02:52+01:00,2022-06-27 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-27 21:41:38+01:00,2022-06-28 02:55:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-28 22:20:59+01:00,2022-06-29 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-29 23:52:13+01:00,2022-06-30 00:12:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:12:59+01:00,2022-06-30 00:25:08+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:25:19+01:00,2022-06-30 00:26:06+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:28:23+01:00,2022-06-30 00:31:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:31:24+01:00,2022-06-30 00:31:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:31:39+01:00,2022-06-30 00:32:05+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:36:32+01:00,2022-06-30 00:36:33+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:39:29+01:00,2022-06-30 00:43:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 00:58:25+01:00,2022-06-30 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-06-30 21:24:12+01:00,2022-07-01 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-01 18:58:44+01:00,2022-07-01 20:54:05+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-01 20:54:14+01:00,2022-07-01 20:54:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-01 20:56:48+01:00,2022-07-01 21:00:09+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-01 21:00:27+01:00,2022-07-01 21:02:21+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-01 21:02:25+01:00,2022-07-01 21:02:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-01 21:02:50+01:00,2022-07-02 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-02 22:28:38+01:00,2022-07-03 02:55:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-03 22:01:55+01:00,2022-07-04 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-04 23:55:40+01:00,2022-07-04 23:55:48+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-04 23:57:37+01:00,2022-07-05 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-05 21:54:41+01:00,2022-07-06 02:55:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-06 23:17:40+01:00,2022-07-07 00:03:28+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-07 00:03:41+01:00,2022-07-07 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-07 21:42:48+01:00,2022-07-08 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-08 22:21:43+01:00,2022-07-09 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-09 23:44:55+01:00,2022-07-10 00:22:18+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-10 00:22:50+01:00,2022-07-10 00:25:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-10 00:26:05+01:00,2022-07-10 00:26:21+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-10 00:26:27+01:00,2022-07-10 02:55:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-10 21:47:03+01:00,2022-07-11 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-11 19:06:34+01:00,2022-07-11 23:38:43+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-11 23:38:56+01:00,2022-07-11 23:39:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-11 23:39:38+01:00,2022-07-11 23:39:49+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-11 23:40:09+01:00,2022-07-11 23:40:11+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-11 23:40:30+01:00,2022-07-11 23:46:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-11 23:46:55+01:00,2022-07-11 23:48:25+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-11 23:48:30+01:00,2022-07-12 00:03:04+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:04:34+01:00,2022-07-12 00:04:36+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:04:48+01:00,2022-07-12 00:05:18+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:06:10+01:00,2022-07-12 00:06:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:06:46+01:00,2022-07-12 00:07:22+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:07:27+01:00,2022-07-12 00:07:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:07:47+01:00,2022-07-12 00:12:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:12:06+01:00,2022-07-12 00:12:08+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:15:45+01:00,2022-07-12 00:17:55+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 00:27:03+01:00,2022-07-12 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-12 20:39:12+01:00,2022-07-13 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-13 21:54:12+01:00,2022-07-14 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-14 23:00:00+01:00,2022-07-15 02:55:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-15 23:08:53+01:00,2022-07-16 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-16 21:34:47+01:00,2022-07-17 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-17 21:25:10+01:00,2022-07-18 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-18 22:51:01+01:00,2022-07-19 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:02:15+01:00,2022-07-19 23:09:34+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:09:35+01:00,2022-07-19 23:15:12+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:15:41+01:00,2022-07-19 23:15:42+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:15:47+01:00,2022-07-19 23:16:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:16:35+01:00,2022-07-19 23:17:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:17:28+01:00,2022-07-19 23:17:42+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:18:15+01:00,2022-07-19 23:38:21+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:38:49+01:00,2022-07-19 23:39:43+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:41:52+01:00,2022-07-19 23:42:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:45:51+01:00,2022-07-19 23:46:18+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-19 23:51:17+01:00,2022-07-19 23:59:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 00:00:12+01:00,2022-07-20 00:11:18+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 00:13:27+01:00,2022-07-20 00:26:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 00:27:25+01:00,2022-07-20 00:35:36+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 00:35:38+01:00,2022-07-20 00:36:28+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 00:36:30+01:00,2022-07-20 00:37:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 00:38:30+01:00,2022-07-20 00:38:58+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 00:43:05+01:00,2022-07-20 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-20 22:50:29+01:00,2022-07-21 02:55:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-21 21:07:48+01:00,2022-07-22 00:02:35+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:04:15+01:00,2022-07-22 00:08:47+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:09:10+01:00,2022-07-22 00:39:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:40:09+01:00,2022-07-22 00:41:58+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:43:21+01:00,2022-07-22 00:43:33+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:43:51+01:00,2022-07-22 00:44:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:44:31+01:00,2022-07-22 00:46:40+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:46:41+01:00,2022-07-22 00:49:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:49:43+01:00,2022-07-22 00:51:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 00:52:18+01:00,2022-07-22 01:00:37+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:00:41+01:00,2022-07-22 01:09:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:10:09+01:00,2022-07-22 01:10:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:10:23+01:00,2022-07-22 01:10:29+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:10:50+01:00,2022-07-22 01:11:08+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:11:51+01:00,2022-07-22 01:12:10+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:12:17+01:00,2022-07-22 01:12:41+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:12:53+01:00,2022-07-22 01:15:43+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:15:46+01:00,2022-07-22 01:17:57+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:18:12+01:00,2022-07-22 01:21:54+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:21:55+01:00,2022-07-22 01:23:56+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:23:58+01:00,2022-07-22 01:27:46+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:27:48+01:00,2022-07-22 01:30:55+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:31:29+01:00,2022-07-22 01:34:37+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:35:12+01:00,2022-07-22 01:35:25+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:35:36+01:00,2022-07-22 01:43:43+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 01:43:44+01:00,2022-07-22 01:44:09+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 02:01:03+01:00,2022-07-22 02:01:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 02:01:51+01:00,2022-07-22 02:03:13+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-22 22:13:57+01:00,2022-07-23 02:55:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-23 22:01:05+01:00,2022-07-24 02:55:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-24 21:21:01+01:00,2022-07-25 02:55:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-25 22:13:12+01:00,2022-07-25 23:58:46+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-25 23:59:01+01:00,2022-07-26 00:01:36+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-26 00:04:12+01:00,2022-07-26 00:05:13+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-26 00:06:20+01:00,2022-07-26 00:09:14+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-07-26 00:09:17+01:00,2022-07-26 00:21:09+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
